symbol,horizon,total_return,max_drawdown,sharpe,trade_count,win_rate,exposure_time,benchmark_total_return
XLK,5,5.16083670910377,-0.23421663588792763,0.778373485459291,564,0.5797872340425532,0.6849647801797425,14.142611683848795
QQQ,5,3.9451785980639684,-0.45349271660993606,0.6858192347131721,564,0.5851063829787234,0.6849647801797425,14.27208099956915
XLF,5,3.4914544793780253,-0.3401343120407857,0.652474647345833,559,0.5796064400715564,0.6788923973767307,3.283319362950545
SPY,5,3.170138940611423,-0.31759700682289804,0.7006860565430485,569,0.5799648506151143,0.6910371629827544,5.522280067060795
IWM,5,2.2702898605129604,-0.410801520195741,0.4899289786103981,559,0.5742397137745975,0.6788923973767307,3.3388558924663965
SMH,5,1.9206872722544723,-0.529214143238167,0.4012618072745447,569,0.5553602811950791,0.6910371629827544,38.15130190007037
XLE,5,0.41372072238424806,-0.6646274181054177,0.20698819581348474,559,0.5205724508050089,0.6788923973767307,1.0210812648758925
GLD,5,0.3659996554786613,-0.48452736014144393,0.21047946064676984,584,0.5256849315068494,0.7092543113917902,2.8004553734061934
TLT,5,0.01796998486118162,-0.19767548276999158,0.04683564424491714,78,0.5128205128205128,0.09472917172698567,-0.0684778977842112
