symbol,horizon,lookback,cost_bps,min_samples,total_return,max_drawdown,sharpe,trade_count,win_rate,avg_win,avg_loss,exposure_time,benchmark_total_return
XLF,10,126,5.0,10,1.2245681277549951,-0.28308618565616894,0.42604668248053124,247,0.5748987854251012,0.026361152067905895,-0.026571062778066652,0.5999514209375759,3.283319362950545
XLF,10,126,10.0,5,0.9014788751125409,-0.3326972509106637,0.34975848375021956,254,0.5866141732283464,0.02497881991260789,-0.027764006635106704,0.6169540927860092,3.283319362950545
XLF,10,126,10.0,10,0.9181812072135431,-0.2689062515029863,0.3636993061890528,244,0.5819672131147541,0.025266473488697514,-0.02732690513947103,0.5926645615739616,3.283319362950545
XLF,10,252,5.0,5,3.2896432784123384,-0.30106175666909296,0.6846180759983252,263,0.5893536121673004,0.028267539146447807,-0.025500775263741466,0.6388146708768521,3.283319362950545
XLF,10,252,5.0,10,1.183984747917827,-0.3477926159289061,0.38759667312421536,255,0.5843137254901961,0.02703185339048398,-0.028740504739289217,0.6193830459072139,3.283319362950545
XLF,10,252,10.0,5,2.557903600895285,-0.3122970941028659,0.6158238839698643,260,0.5884615384615385,0.027195272048827067,-0.02549203319159526,0.6315278115132378,3.283319362950545
XLF,10,252,10.0,10,0.8910980151090486,-0.34814890771075047,0.33308678854374607,252,0.5833333333333334,0.026239773289250534,-0.028810142782047285,0.6120961865435998,3.283319362950545
GLD,5,126,5.0,5,0.8040089362768699,-0.3912483673290684,0.4034722045579506,336,0.5476190476190477,0.01675709345725312,-0.015839145664186954,0.4080641243623998,2.8004553734061934
GLD,5,126,5.0,10,1.4713839920859226,-0.30010609224418605,0.6160460167522811,323,0.5634674922600619,0.0170322435366464,-0.015020524489095119,0.3922759290745689,2.8004553734061934
GLD,5,126,10.0,5,0.5060539849717338,-0.39322183981349723,0.30130904293072797,305,0.5311475409836065,0.01685686609652152,-0.015665061447860812,0.370415350983726,2.8004553734061934
GLD,5,126,10.0,10,1.072581330793963,-0.29561319106828376,0.5177892941584817,293,0.5563139931740614,0.01693204600662638,-0.015062892126370573,0.35584163225649745,2.8004553734061934
GLD,5,252,5.0,5,0.19910521695944428,-0.4640149969483722,0.15653937915445004,346,0.5346820809248555,0.01715521429023073,-0.01797223615257237,0.4202088899684236,2.8004553734061934
GLD,5,252,5.0,10,1.1327748420198471,-0.28631211825144876,0.5106625546742768,326,0.5521472392638037,0.017432102469362255,-0.01573749695946629,0.395919358756376,2.8004553734061934
GLD,5,252,10.0,5,0.21756512839287412,-0.34763434650703295,0.16688284140239804,309,0.5566343042071198,0.017345458773473786,-0.019659123486974895,0.3752732572261355,2.8004553734061934
GLD,5,252,10.0,10,1.1671845059573558,-0.20404341242922452,0.5306347355520622,289,0.5743944636678201,0.017835245818337314,-0.01713998127146634,0.35098372601408795,2.8004553734061934
GLD,10,126,5.0,5,1.5452793267191742,-0.3379967599751711,0.5424722204025132,217,0.5714285714285714,0.024176767718576152,-0.020984185381228447,0.5270828273014331,2.8004553734061934
GLD,10,126,5.0,10,1.3752764330958778,-0.31184978811017494,0.5162089896620593,205,0.5609756097560976,0.024906348253130064,-0.02101511263345476,0.49793538984697594,2.8004553734061934
