date,symbol,current_state,markov_weighted_ev,coverage,weighted_samples
2022-04-29,SPY,2,-0.0005913860797493725,0.9285311853990947,126.7590550765097
2022-05-02,SPY,2,-0.0007444787859702386,0.9285738012605014,127.72044748370787
2022-05-03,SPY,0,-0.0008254501571528713,0.9284186158154781,122.32115569676301
2022-05-04,SPY,0,-0.0008046930873968961,0.9215251743044246,121.78604520285978
2022-05-05,SPY,1,-0.0008208527031235823,0.9051519838265941,123.22036148650211
2022-05-06,SPY,1,-0.0009758920265985904,0.9205684532725646,125.58801619290064
2022-05-09,SPY,4,-0.0006645049731102946,0.6955171415443573,86.23979682605021
2022-05-10,SPY,3,-0.0006263616842302417,0.6737301747595184,82.57465425144825
2022-05-11,SPY,2,-0.0011655628225674694,0.8961649555895,124.044860393933
2022-05-12,SPY,2,-0.0014392547783926319,0.8965625231908673,125.09087099101521
2022-05-13,SPY,0,-0.0012754389311615073,0.903717090667313,120.0323576483517
2022-05-16,SPY,0,-0.0012159920725524852,0.8985765230843872,118.46797854468944
2022-05-17,SPY,0,-0.0011793853263751756,0.8911295298217197,116.32957419361951
2022-05-18,SPY,1,-0.0010589302015607265,0.7953285857632817,104.40990448156735
2022-05-19,SPY,2,-0.0012006548354569322,0.8054786074313128,109.02095402152904
2022-05-20,SPY,2,-0.0012105545293082227,0.7640168916430626,103.79826428858476
2022-05-23,SPY,0,-0.0013799768176746584,0.8879345664056826,113.49575587392604
2022-05-24,SPY,0,-0.0014500885594491413,0.8879345664056826,113.49575587392604
2022-05-25,SPY,0,-0.0016625691984746525,0.8879345664056826,113.49575587392604
2022-05-26,SPY,0,-0.0011815183180122258,0.9232609246649699,111.95434714227127
2022-05-27,SPY,0,-0.0012366910847244937,0.9181144873201874,110.63243352891595
2022-05-31,SPY,0,-0.0013166576250487666,0.9136489491829133,110.44416965821438
2022-06-01,SPY,0,-0.00116994336752087,0.916797262930782,111.89188089755969
2022-06-02,SPY,0,-0.001018413303546342,0.9170272867093247,112.92761730405671
2022-06-03,SPY,0,-0.0008024227121012264,0.9172481866234574,113.9801710985427
2022-06-06,SPY,0,-0.000776285049117104,0.9174597231250603,115.04979678802628
2022-06-07,SPY,0,-0.0008302058463758147,0.9176616586157953,116.1367125577085
2022-06-08,SPY,0,-0.0008242178271647832,0.9178537633835995,117.24109271089351
2022-06-09,SPY,0,-0.0008103832271454029,0.9181072944951938,117.52624937237759
2022-06-10,SPY,0,-0.0010325915087575877,0.9192457930602638,118.79386770615528
